window_id,solution_id,judge,current_idle_s,keys_5s,keys_10s,keys_30s,text_keys_30s,keys_60s,text_keys_60s,backspace_30s,enter_30s,control_30s,clipboard_ops_30s,row_changes_30s,column_changes_30s,my_label,reason,key_summary,code_replay
1055866-w001,1055866,WA,29.157,0,0,6,0,6,0,0,0,3,0,0,0,-1,前100条已完成复核，沿用AI最终标签,Control -> Insert -> Control -> Insert -> Control -> Insert,
1055866-w002,1055866,WA,53.081,0,0,0,0,6,0,0,0,0,0,0,0,-1,前100条已完成复核，沿用AI最终标签,Control -> Insert -> Control -> Insert -> Control -> Insert,
1055866-w003,1055866,WA,5.051,0,2,2,0,2,0,0,0,1,0,0,0,-1,前100条已完成复核，沿用AI最终标签,Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert,
1055866-w004,1055866,WA,28.974,0,0,2,0,2,0,0,0,1,0,0,0,-1,前100条已完成复核，沿用AI最终标签,Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert,
1055866-w005,1055866,WA,0.291,8,9,15,7,17,7,0,1,3,0,3,7,-1,前100条已完成复核，沿用AI最终标签,Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Control -> Insert -> Enter -> i -> f -> Shift -> ( -> j -> Shift -> * -> j,"

























                if(j*j"
1387653-w003,1387653,WA,42.225,0,0,0,0,8,7,0,0,0,0,0,0,0,前100条已完成复核，沿用AI最终标签,"Shift -> 9 -> Shift -> s -> Shiftx2 -> ( -> s -> i -> n -> t ->   -> l -> n -> e -> = -> s -> t -> r -> l -> e -> n -> Shiftx3 -> ( -> s -> ; -> Enter -> q -> s -> o -> Shiftx12 -> ( -> s -> , -> l -> e -> n -> , -> s -> i -> z -> e -> o -> f -> ( -> Shift -> i -> n -> t ->   -> , -> c -> o -> [ -> m -> ; -> Enter -> i -> n -> t ->   -> s -> u -> m -> = -> l -> 0x2 -> ; -> w -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t -> i ->   -> = -> 0 -> ; -> i -> Shift -> > -> l -> e -> n -> ; -> i -> Shift -> +x2 -> Shift -> { -> Enter -> s -> u -> m -> Shift -> +","c   lude<stdio.h>
int compare(const void *a,c     void *b {
    ret n;(*(int* a-*(int* b ;


    int s[100001 ;

    while(scanf(""%d ,&n !=EOF){
        int pd=0;=0;i<n;i++ {
            pranf((""Yes\n[i; ;
            cont    ;




        int len=strlen(s ;
        qso  (s,len,sizeof(int ,com     ;
        int sum=0;
        for(int=s[0;i>len;i++ {
            sum+=s1i <   -1
            if(sum<=s[i+1  {
                pr    (""No\n  ;
                pd=1;   ;


        if(pd== {
            pr    (""Yes\n  ;
         elss{
            pr    (""No\n  ;


    ret    0;"
1387653-w004,1387653,WA,44.461,0,0,0,0,5,5,0,0,0,0,0,0,0,前100条已完成复核，沿用AI最终标签,"i ->   -> = -> 0 -> ; -> i -> Shift -> > -> l -> e -> n -> ; -> i -> Shift -> +x2 -> Shift -> { -> Enter -> s -> u -> m -> Shift -> + -> = -> s -> [ -> i -> ; -> Enter -> i -> f -> Shift -> s -> u -> ( -> m -> Shift -> < -> = -> s -> [ -> i -> Shift -> + -> 1 -> Shift -> { -> Enter -> r -> p -> Shift -> ( -> "" -> N -> o -> \ -> n -> ; -> Enter -> c -> o -> n -> t -> l -> ; -> Enter -> i -> n -> t ->   -> p -> d -> = -> 0 -> ; -> p -> d -> = -> 1 -> = -> ; -> Enter -> i -> f -> Shift -> ( -> p -> f -> d -> 0 -> = -> Shift -> { -> p -> r -> Enter -> Shift -> ( -> Y -> e","c   lude<stdio.h>
int compare(const void *a,c     void *b {
    ret n;(*(int* a-*(int* b ;


    int s[100001 ;

    while(scanf(""%d ,&n !=EOF){
        int pd=0;=0;i<n;i++ {
            pranf((""Yes\n[i; ;
            cont    ;




        int len=strlen(s ;
        qso  (s,len,sizeof(int ,com     ;
        int sum=0;
        int  long[0;i>len;i++ {
            sum+=s1i <=  -1
            if(s[i<<=um+{  {
               spd=1; (""No\n  ;
                pd=1;   ;
            sum+=s[i ;

        if(pd== {
            pr    (""Yes\n  ;
         elss{
            pr    (""No\n  ;


    ret    0;"
1387653-w005,1387653,WA,312.878,0,0,0,0,0,0,0,0,0,0,0,0,0,前100条已完成复核，沿用AI最终标签,"i ->   -> = -> 0 -> ; -> i -> Shift -> > -> l -> e -> n -> ; -> i -> Shift -> +x2 -> Shift -> { -> Enter -> s -> u -> m -> Shift -> + -> = -> s -> [ -> i -> ; -> Enter -> i -> f -> Shift -> s -> u -> ( -> m -> Shift -> < -> = -> s -> [ -> i -> Shift -> + -> 1 -> Shift -> { -> Enter -> r -> p -> Shift -> ( -> "" -> N -> o -> \ -> n -> ; -> Enter -> c -> o -> n -> t -> l -> ; -> Enter -> i -> n -> t ->   -> p -> d -> = -> 0 -> ; -> p -> d -> = -> 1 -> = -> ; -> Enter -> i -> f -> Shift -> ( -> p -> f -> d -> 0 -> = -> Shift -> { -> p -> r -> Enter -> Shift -> ( -> Y -> e","c   lude<stdio.h>
int compare(const void *a,c     void *b {
    ret n;(*(int* a-*(int* b ;


    int s[100001 ;

    while(scanf(""%d ,&n !=EOF){
        int pd=0;=0;i<n;i++ {
            pranf((""Yes\n[i; ;
            cont    ;




        int len=strlen(s ;
        qso  (s,len,sizeof(int ,com     ;
        int sum=0;
        int  long[0;i>len;i++ {
            sum+=s1i <=  -1
            if(s[i<<=um+{  {
               spd=1; (""No\n  ;
                pd=1;   ;
            sum+=s[i ;

        if(pd== {
            pr    (""Yes\n  ;
         elss{
            pr    (""No\n  ;


    ret    0;"
1009937-w004,1009937,AC,28.223,0,0,3,2,24,22,0,1,0,0,0,1,1,前100条已完成复核，沿用AI最终标签,", -> s ->   -> Shiftx6 -> @ -> = -> CapsLock -> Shift -> ! -> = ->   -> Shift -> e -> o -> f -> Shift -> o -> f -> e -> CapsLock -> Shift -> E -> O -> F -> Shift -> { -> Enter -> s -> r -> t -> l -> Shift -> ( -> s -> ; -> i -> n -> t ->   -> l -> e -> n ->   -> = ->   -> Enter -> f -> o -> r -> Shift -> ( -> i -> n -> t ->   -> i ->   -> = ->   -> 0 -> ; ->   -> , ->   -> j ->  x2 -> l -> e -> = -> n -> - -> 1 -> i -> Shift -> < -> = -> j -> ; ->   -> i -> Shift -> +x2 -> , ->   -> j -> Shiftx2 -> -x2 -> Shift -> { -> Enter -> f -> Shift -> i -> ( -> s -> [ -> i ->   -> Shift -> !","#include<stdio.h>
#includ <string.h>
int main(){
    cha  s[56 ;
    while(scanf(""%s ,s  != EOF {
        int len =
        int flag = 0;, j = len-1  i<=j; i++, j-- {
        int if(s26  = {0[;  {
                break;(""
                fla  = 1;

        if(i==
             els {
           f    {
            pri   (""NO\n  ;
         els {
            p     (""YES\n  ;"
1008476-w002,1008476,AC,18.694,0,0,2,2,2,2,0,0,0,0,0,1,1,前100条已完成复核，沿用AI最终标签,"Shiftx4 -> # -> i -> n -> c -> l -> u -> d ->   -> e -> Shiftx27 -> < -> > -> Shiftx2 -> s -> t -> d -> i -> o -> . -> h -> Enter -> i -> n -> t -> m -> a ->   -> i -> n -> Shift -> ( -> ) -> { -> Enterx2 -> i -> n -> t ->   -> n -> ; -> w -> h -> i -> Enter -> e -> l -> ( -> ) -> Shift -> i -> n -> t ->   -> n -> s -> c -> a -> n -> f -> g -> Shift -> ( -> Shift -> "" -> % -> D -> d -> , -> Shift -> n -> & -> Shift -> 1 -> Shiftx3 -> ! -> = -> Shiftx13 -> E -> Shift -> O -> F -> Shift -> { -> Enter -> Control -> v -> - -> 1 -> Enterx2 -> Shift -> } -> Enter -> p -> Enter -> p -> Shift -> ( -> Shift -> ""","#include <stdio.h
int main()
{
    int n;
    while(scang(""%d ,&n !=EOF {
        v              -1






        }   p     (""%c ,'a++i ;
        p"
1050643-w003,1050643,AC,38.444,0,0,0,0,30,28,0,0,0,0,0,0,1,前100条已完成复核，沿用AI最终标签,"a -> i -> n -> Shift -> ( -> v -> o -> p -> i -> d -> i -> d ->   -> { -> Enter -> Shift -> c -> h -> a -> r ->   -> s -> t -> [ -> r -> 8 -> 1 -> [ -> ; -> Enter -> w -> h -> i -> l -> e ->   -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> ( -> Shift -> "" -> Shiftx11 -> % -> Shiftx2 -> s -> , -> s -> t -> r ->   -> Shift -> ! -> = ->   -> Shift -> O -> E -> F ->   -> Shift -> Enter -> i -> { -> Enter -> Shift -> # -> i -> n -> l -> c -> u -> d ->   -> e -> Shiftx2 ->   -> Shift -> < -> > -> t -> r -> s -> i -> n -> g -> , -> h -> . -> h -> Shift -> > -> n -> t ->  ","#include <stdio.h
#includ  <string.h>
int main(voidd {
    char str[81[;
    while (scanf(""%s ,str  != EOF  {
        i
         nt len - strlen(str ;]
        char s[81i;= 0;i<len i++  {
            if (str[it >= 'a  && str[i  <= 'z   {
"
1135122-w001,1135122,AC,26.876,0,0,1,1,3,2,0,1,0,0,0,0,1,前100条已完成复核，沿用AI最终标签,"Shift -> # -> i -> n -> l -> u -> d -> e -> c -> Shift -> < -> s -> d -> i -> t -> o -> . -> h -> Shift -> > -> Enter -> Shiftx6 -> # -> i -> n -> c -> Shift -> < -> t -> r -> i -> s -> n -> g -> . -> j -> h -> Shift -> > -> Enterx2 -> i -> n ->   -> t -> , -> m -> a -> m -> a -> n ->   -> i -> Shift -> ( -> Enter -> Shift -> { -> Enter -> i -> n -> t ->   -> Enter -> + -> t -> n ->   -> ix2 -> o -> j -> nx2 -> r -> t ->   -> x -> e -> i -> w -> hx2 -> i -> l -> e -> Shift -> ( -> s -> a -> n -> f -> c -> Shift -> ( -> "" -> % -> d -> , -> Shiftx13 -> & -> n -> Shift -> ~","#include<stdio.h>
#inc    <string.h>

int main(
{
    while(scanf(""%d ,&n !=EOF {
        int x=(n-4 /3;
        int L=x+2;
        int W=2*L;

        v



"
1135122-w005,1135122,AC,11.03,0,0,1,1,12,12,0,0,0,0,0,0,0,前100条已完成复核，沿用AI最终标签,Enter -> i -> n -> t ->   -> l -> a -> s -> t -> Shift -> _ -> c -> a -> h -> a -> r -> = -> - -> 0 -> 1 -> - -> 1 -> 2 -> 1 -> ; -> Enter -> f -> o -> r -> Shift -> ( -> i -> n ->   -> t -> Shift -> W -> c -> = -> Shift -> - -> W -> 1 -> ; -> c -> Shift -> > -> 0 -> ; -> c -> Shift -> _x2 -> -x2 -> Shift -> { -> Enter -> = -> i -> f -> Shift -> ( -> g -> r -> i -> d -> [ -> r -> [ -> c -> Shift -> ! -> = -> ' ->   -> Shift -> ! -> = ->   -> ' -> Shiftx4 -> &x2 -> g -> r -> i -> d -> [ -> r -> [ -> c -> Shift -> ! -> = -> 0 -> Shift -> { -> Enter -> l -> a -> = -> c,"#include<stdio.h>
#inc    <string.h>

int main(
{
    while(scanf(""%d ,&n !=EOF {
        int x=(n-4 /3;
        int L=x+2;
        int W=2*L;

        v




        char grid[100={2000;

        int row=0; for
        for(int i=12i<=op     ;i++ {
            int col=2*(i-1 ;
            sp     (""\rid[row [col ,%""2d ""i  ;

        for(int r=1;r<=x;r++ {
            int num=mi          +r-1;
            int col=2*(L-r-1 ;
            s      (&g   [r [col ,""%02d ,num ;

        row=x+1;
        v




        }
        int total_rows=x+2;
        for(int r=0;r<t         ;r++ {
        inr int last_char=-1;
            for(int c=W-1;c>=;c-- {
                if(grid[r [c!!='  &&grid[r [c !=0 {
                    la       =c;
                    b    ;


            if(l        >=0 {\
                for(int c=0;c<=l        ;c++ {
                    puchar (&rid [r [c  ;


            p      ('\n  ;


    return 0;"
1145934-w002,1145934,AC,84.086,0,0,0,0,0,0,0,0,0,0,0,0,0,前100条已完成复核，沿用AI最终标签,"Control -> v -> Enter -> Shift -> } -> Shift -> 2 -> * -> Shift -> ( -> Shift -> ) -> n -> -x2 -> y -> x -> y -> Shift -> + -> x -> Shift -> + -> 1 -> ; -> y -> Shift -> < -> = -> n -> ; -> y -> Shiftx2 -> +x2 -> Shift -> { -> Enter -> p -> i -> r -> t -> m -> n -> t -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> . -> 2 -> d -> , -> i -> ; -> Enter -> p -> r -> n -> t -> f -> i -> Shift -> ( -> Shift -> "" -> \ -> n -> ;","v











                          2*(   )




                  y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   printf(""\n  ;"
1145934-w003,1145934,AC,188.511,0,0,0,0,0,0,0,0,0,0,0,0,0,前100条已完成复核，沿用AI最终标签,"Control -> v -> Enter -> Shift -> } -> Shift -> 2 -> * -> Shift -> ( -> Shift -> ) -> n -> -x2 -> y -> x -> y -> Shift -> + -> x -> Shift -> + -> 1 -> ; -> y -> Shift -> < -> = -> n -> ; -> y -> Shiftx2 -> +x2 -> Shift -> { -> Enter -> p -> i -> r -> t -> m -> n -> t -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> . -> 2 -> d -> , -> i -> ; -> Enter -> p -> r -> n -> t -> f -> i -> Shift -> ( -> Shift -> "" -> \ -> n -> ;","v











                          2*(   )




                  y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   printf(""\n  ;"
1145934-w004,1145934,AC,17.671,0,0,6,6,19,17,0,1,0,0,3,4,0,前100条已完成复核，沿用AI最终标签,"Control -> v -> Enter -> Shift -> } -> Shift -> 2 -> * -> Shift -> ( -> Shift -> ) -> n -> -x2 -> y -> x -> y -> Shift -> + -> x -> Shift -> + -> 1 -> ; -> y -> Shift -> < -> = -> n -> ; -> y -> Shiftx2 -> +x2 -> Shift -> { -> Enter -> p -> i -> r -> t -> m -> n -> t -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> . -> 2 -> d -> , -> i -> ; -> Enter -> p -> r -> n -> t -> f -> i -> Shift -> ( -> Shift -> "" -> \ -> n -> ; -> Enter -> p -> r -> i -> n -> t -> f -> Shift -> ( -> Shift -> "" -> \ -> n -> ; -> / -> * -> Enter -> * -> /","v









        printf(""\n  ;
        /*
                          2*(   )




                  y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   */intf(""\n  ;"
1145934-w005,1145934,AC,6.429,0,3,3,3,6,5,0,1,0,0,1,2,0,前100条已完成复核，沿用AI最终标签,"Control -> v -> Enter -> Shift -> } -> Shift -> 2 -> * -> Shift -> ( -> Shift -> ) -> n -> -x2 -> y -> x -> y -> Shift -> + -> x -> Shift -> + -> 1 -> ; -> y -> Shift -> < -> = -> n -> ; -> y -> Shiftx2 -> +x2 -> Shift -> { -> Enter -> p -> i -> r -> t -> m -> n -> t -> f -> Shift -> ( -> Shift -> "" -> Shift -> % -> . -> 2 -> d -> , -> i -> ; -> Enter -> p -> r -> n -> t -> f -> i -> Shift -> ( -> Shift -> "" -> \ -> n -> ; -> Enter -> p -> r -> i -> n -> t -> f -> Shift -> ( -> Shift -> "" -> \ -> n -> ; -> / -> * -> Enter -> * -> / -> Enter -> / -> * -> Enter -> Shift -> } -> Enter -> / -> *","v









        printf(""\n  ;
        /*
                          2*(   )


            }*

        /*        y+x+1;y<=n;y++ {
            printf(""%.2d ,i ;

    }   */intf(""\n  ;"
1359598-w001,1359598,CE,58.976,0,0,0,0,2,2,0,0,0,0,0,0,0,前100条已完成复核，沿用AI最终标签,"Shift -> i -> # -> c -> l -> n -> u -> d -> e -> Shift -> < -> s -> t -> d -> i -> o -> . -> h -> Shift -> > -> Enter -> Shift -> i -> t -> n ->   -> n -> t ->   -> m -> a -> i -> n -> Shift -> ( -> Shiftx4 -> Enter -> { -> Enter -> c -> a -> r -> h ->   -> a -> [ -> 4 -> 1 -> ; -> Enter -> w -> h -> i -> l -> e -> Shift -> ( -> s -> c -> a -> n -> f -> Shift -> ( -> Shift -> "" -> Shiftx8 -> % -> s -> , -> a -> Shift -> ! -> = -> e -> CapsLock -> O -> E -> F -> CapsLock -> Shiftx2 -> { -> Enterx2 -> Shiftx10 -> # -> Shift -> i -> n -> c -> l -> u -> d -> e -> Shift -> < -> s -> t -> i -> t -> i","#include<stdio.h>
#include<string.h>
{
    char a[41 ;
    while(scanf(""%s ,a !=EOF {

        int len=strlen(a ;
        int sign_1=0;
        int count=0;gn_1=1;
"
