solution_id,problem_id,judge,type,detail,duration_s,total_keys,code_at_trigger,submitted_code,keys_10s_before,keys_10s_after,keys_20s_before,keys_20s_after,keys_30s_before,keys_30s_after,label
1331402,0,RE,IDLE,pause_39s,1689.1,647,"#include<stdio.h>

int main({


return 0;int n;
while(scanf9(""%d,&n!=EOF{

int p[n,p_grade[n;
for([5int i=0;i<ni;i++{
scanf(""%%%%%%d ddddd,&&&&&&&p_grade[],&p[i0cc,v1,cv2,v3,v4;for(int i=0;i<n;i++{

;int t[5;
vkk5kk5kp_grade[]iccvkccv,tcvcvkcvkc
float grade[n[1;gradepgarrade[i[0=(cccv++/3;
","#include<stdio.h>

int main(){
    int n;
    while(scanf(""%d"",&n)!=EOF){
        int p[n],p_grade[n][5],t;
        float grade[n],ti;
        for(int i=0;i<n;i++){
            scanf(""%d%d%d%d%d%d"",&p[i],&p_grade[i][0],&p_grade[i][1],&p_grade[i][2],&p_grade[i][3],&p_grade[i][4]);
        }
        for(int i=0;i<n;i++){
            for(int k=0;k<5;k++){
                for(int j=k+1;j<5;j++){
                    if(p_grade[i][j]<p_grade[i][k]){
                        t=p_grade[i][j];
                        p_grade[i][j]=p_grade[i][k];
                        p_grade[i][k]=t;
                    }
                }
            }
            grade[i]=(float)(p_grade[i][1]+p_grade[i][2]+p_grade[i][3])/3;
        }
        for(int k=0;k<n;k++){
            for(int j=k+1;j<n;j++){
                if(grade[j]<grade[k]){
                    ti=grade[j];
                    grade[j]=grade[k];
                    grade[k]=ti;
                    t=p[j];
                    p[j]=p[k];
                    p[k]=t;
                }
            }
        }
        for(int i=0;i<n-1;i++){
            if(grade[i]==grade[i+1]&&p[i]<p[i+1]){
                t=p[i+1];
                p[i+1]=p[i];
                p[i]=t;
            }
        }
        for(int i=n-1;i>=0;i--){
            printf(""%.3d %.2f\n"",p[i],grade[i]);
        }
    }
    
    return 0;
}",,Control → c → Control → c → Controlx5 → v,,Control → c → Control → c → Controlx5 → v,,Control → c → Control → c → Controlx5 → v,
1132896,2112,PE,DEBUG,bs_pause_2x,1489.4,911,"#include <stdio.hg>
int mianain(
{
int n;
whikele(sxcanfcamf(""%smm,%d"",&n !=EOF
{
)ifor(*int i=0;i<n;i++
{

int num[n;scanf(""%d0,nuimumm[i;
for(int i=0;i<2;i++
{
scanf(""%s,d %s   
int cmd1;
char smdcmsd2;smdcmd1;cmd2);
if(cmd2=='L00
{
fior(int i=0;i<n;i++
{
printf(""
if(icmd1%n(+1)-1%d ,num[i;
for(int i=0;i<cmd1%(n+1;i++
{
printf(""%d ,num[i;
printf(:\n""""';
else if(cmsd==2=='R00
{
v

reutrn turn 0;
printf(:""\n;;,&&nn--1-v><n-10vn0v=c&
int count=0;
count+_++;
count++;
if(count>1==12
printf(""\n;
v
int count=0;
v
count++;
count++;2","#include <stdio.h>
int main()
{
    int n;
    while(scanf(""%d"",&n) !=EOF)
    {
        int num[n];
        for(int i=0;i<n;i++)
        {
            scanf(""%d"",&num[i]);
        }
        int cmd1;
        char cmd2;
        scanf(""%d %c"",&cmd1,&cmd2);
        if(cmd2=='L')
        {
            int count=0;
            for(int i=cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                if(count==12)
                {
                    count-=12;
                    printf(""\n"");
                }
            }
            for(int i=0;i<cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12)
                 {
                     count-=12;
                printf(""\n"");
                 }
            }
            if(count<=12)
            printf(""\n"");
        }
        else if(cmd2=='R')
        {
            int count=0;
            for(int i=n-cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12){
                     count-=12;

                printf(""\n"");}
            }
            for(int i=0;i<n-cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12){count-=12;
                printf(""\n"");}
            }
            if(count<=12)
            printf(""\n"");
        }
        printf(""\n"");
    }
    return 0;
}",3 →   → 5 →   → Backspacex7,Backspacex2 →  ,2 → 8 →   → 1 → 3 →   → 5 →   → Backspacex7,Backspacex2 →  x2 → Backspacex2 → Control → v,Control → Insert → Backspacex2 → 2 → 8 →   → 1 → 3 →   → 5 →   → Backspacex7,Backspacex2 →  x2 → Backspacex2 → Control → v,
1044971,1210,PE,IDLE,pause_54s,804.8,714,"##include<stdio.h>

#include<string.h>
#define MAX 
b
bool is_[prime(int nboolMAX+1

VOIDvoid init_make _prime(
{
for(int i=0;i<MAX;I++Ii{
prime[i=true;
prime[0=prime[1=falsalse;
for(int i=0;i<=qsort(MAX;i++{
if(is_prmieime((i{
for(int j=i*i;j<MAX;j+i{
=
#include<stdlib.h>
is_primeis_is_is+_prime(j=false';","#include<stdio.h>
#include<stdbool.h>
#include<stdlib.h>
#include<math.h>
#define MAX 1000000

bool is_prime[MAX+1];

void make_prime()
{
    for(int i=0;i<MAX;i++){
        is_prime[i]=true;
    }
    is_prime[0]=is_prime[1]=false;
    for(int i=2;i<=sqrt(MAX);i++){
        if(is_prime[i]){
            for(int j=i*i;j<MAX;j+=i){
                is_prime[j]=false;
            }
        }
    }
}

int main()
{
    make_prime();
    
    int n;
    int case_count=0;
    while(scanf(""%d"",&n)!=EOF){
        if(case_count>0){
            printf(""\n"");
        }
        case_count++;
        for(int a=0;a<=n/2;a++){
            int b=n-a;
            if(is_prime[a]&&is_prime[b]&&a<=b){
                printf(""%d %d\n"",a,b);
            }
        }
        printf(""\n"");
    }
    return 0;
}",,Enterx2 → i → n → t →   → m → a → i → n → Shift → ( → Enter → Shift → { → Enter → m → a → k → e → Shift → _ → p → r → i,,Enterx2 → i → n → t →   → m → a → i → n → Shift → ( → Enter → Shift → { → Enter → m → a → k → e → Shift → _ → p → r → i → e → m → e → Shift → ( → Enterx2 → i → n → g → t →  ,,Enterx2 → i → n → t →   → m → a → i → n → Shift → ( → Enter → Shift → { → Enter → m → a → k → e → Shift → _ → p → r → i → e → m → e → Shift → ( → Enterx2 → i → n → g → t →  ,
1366530,1533,NoData,DEBUG,bs_pause_3x,1228.4,420,"#<>stdio.h
int main(
{}
return 0;
int n;
while(scanf(""%d,&n!=EOF
{}
for(int i=0;i<n;i++
{}
scanf(""%d,m&;

if(n%2!=0
{}
printf(""NO\n;
continue;

else{
}if(m%2==0=
{}
flag=0;
breajk;
flag=1;.,flag
if(flagprintff(""YES\n;
else printf(""NO\n;,mc
v<0
if(m%2==0[101[i
{

}  flag=0;
braeak;[]i if(flag==0==1breakcont","#include<stdio.h>
int main()
{
    int n,sum,m[101];
    while(scanf(""%d"",&n)!=EOF)
    {
        sum=0;
        if(n%2==0)
        {
            printf(""NO\n"");
            continue;
        }
        for(int i=0;i<n;i++)
        {
            scanf(""%d"",&m[i]);
            sum+=m[i];
        }
        if(sum%2!=0)printf(""YES\n"");
        else if(sum%2==0) printf(""NO\n"");
    }
    return 0;
}",Backspacex5,Backspace,c → o → n → t → i → n → u → r → e → Backspacex5,Backspace,c → o → n → t → i → n → u → r → e → Backspacex5,Backspace,
1423586,1027,TLE,IDLE,pause_53s,1289.0,713,"#incluseswswdeM<bits/stdc++.h>
usning namespace std;

in t main*({
 s;
string 12s2;
cin >> s1 >> s2;
sorsorsortsoralphaiasortint start = 10;
int diidx idx idxidxidx = -990;
for(int i - =  = 0 ; i < srosorwhilewhielle(11{
bool falg lag = false;
ffor(int i -= 9 0 ; i < len ; 
int len idxlen len len ","#include<bits/stdc++.h>
using namespace std;

int main(){
    string s1;
    string s2;
    while(cin >> s1 >> s2){
        int len_1 = s1.size();
        int len_2 = s2.size();
        int idx = 0;
        bool find_flag = false;
        int cnt = 0;
        while(1){
            bool flag = false;
            for(int i = 0 ; i < len_1 ; i++){
                if(s1[i] == s2[idx]){
                    idx ++;
                    flag = true;
                    if(idx == len_2){
                        find_flag = true;
                        break;
                    }
                }
            }
            cnt ++;
            if(!flag || find_flag) break;
        }
        if(find_flag) printf(""%d"" , cnt);
        else printf(""-1"");
        printf(""\n"");
    }
    return 0;
}",,-x2 →   → = →   → l →   → 1 → Shift → _ → 1 →   → = →  ,,-x2 →   → = →   → l →   → 1 → Shift → _ → 1 →   → = →   → s → 1 → . → s → i → z → e → 9 → Shift → ( → ; → Enter → i → n → t →   → l → e → n →   → Shift → _ → 2 →  x2 → = →   → s,,-x2 →   → = →   → l →   → 1 → Shift → _ → 1 →   → = →   → s → 1 → . → s → i → z → e → 9 → Shift → ( → ; → Enter → i → n → t →   → l → e → n →   → Shift → _ → 2 →  x2 → = →   → s → 2 →   → . → s → i → z → e → Shift → ( → ;,
1310273,2252,AC,DEBUG,bs_pause_2x,1229.9,564,"v=

#inclue=de<stdio.h>
#include<string.h>
inf T =t Run(int n{
if((n%400===0||(n%100!=0&&n%4==0)return 1;
return 0;in
int main(vpoid{
    
char s[19;    (-'0')(]-')0'(-'0')]-'0     int m    =a[10*2010+(s[10-'0'])s[11-'0;,d=(a[12s-'0*10+s[193-'0;    ){     }       0||         =
}
}
else{
cv]        ||{=           }]=};;=
scS+=(s[i-'0*q[i;
","#include<stdio.h>
#include<string.h>
int Run(int n){
    if((n%400==0)||(n%100!=0&&n%4==0))return 1;
    return 0;
}

int main(void){
    char s[19];
    while(scanf(""%s"",s)!=EOF){ 
    int error1=0,error2=0; 
    int y=1000*(s[6]-'0')+100*(s[7]-'0')+10*(s[8]-'0')+(s[9]-'0'); 
    int m=(s[10]-'0')*10+s[11]-'0',d=(s[12]-'0')*10+(s[13]-'0');
    if(Run(y)){
     int mm[]={0,31,29,31,30,31,30,31,31,30,31,30,31}; 
     if(m<=0||m>12||mm[m]<d){ 
         error1=1; 
     }
    }
    else{
        int mm[]={0,31,28,31,30,31,30,31,31,30,31,30,31};
        if(m<=0||m>12||mm[m]<d){
           error1=1; 
    }
}
int q[]={7,9,10,5,8,4,2,1,6,3,7,9,10,5,8,4,2}; 
int S=0;
for(int i=0;i<17;i++){
    S+=(s[i]-'0')*q[i];
}
int Y=S%11; 
int yy[]={1,0,10,9,8,7,6,5,4,3,2}; 
if(Y!=2&&yy[Y]!=s[17]-'0')error2=1; 
else if(Y==2)if(s[17]!='X')error2=1;
if(error1==1&&error2==0)printf(""ERROR 01 \n""); 
else if(error1==0&&error2==1)printf(""ERROR 02\n""); 
else if(error1==1&&error2==1)printf(""ERROR 03\n""); 
else printf(""PASS\n""); 
}
return 0;
}",Control → Insert → Backspace,Backspacex2,Control → Insert → Backspace,Backspacex2 → Control → Insert → Backspace,Control → v → Control → Insert → Backspace,Backspacex2 → Control → Insert → Backspace,
1250736,2272,NoData,IDLE,pause_31s,371.5,400,"#icnludeldeuden<>stdio.h
int main(
{
icahrhar s[8;
]swhile(scanf""%(""%s,s!=EOF
{
for(int i=if(s[1='+
{

int suym=0;m=0;
   sum=s[0+-'0's[2-'0()();

else if(s[1==='-
{
cv-
elsisee if(s[1=='*
{
sumncv*
eslse if(s[1=='/
{
cxcv/
printf(""%d,sum\n;","#include<stdio.h>
#include<string.h>
int main()
{
    char s[8];
    while(scanf(""%s"",s)!=EOF)
    {
        
        int sum=0;
        if(s[1]=='+')
        {
           sum=(s[0]-'0')+(s[2]-'0');
        }
        else if(s[1]=='-')
        {
            sum=(s[0]-'0')-(s[2]-'0');
        }
        else if(s[1]=='*')
        {
             sum=(s[0]-'0')*(s[2]-'0');
        }
        else if(s[1]=='/')
        {
            sum=(s[0]-'0')/(s[2]-'0');
        }
        printf(""%d\n"",sum);
    }
}",,Control → Insert,,Control → Insert,,Control → Insert → Enter → Shift → # → i,
1331402,0,RE,IDLE,pause_50s,1689.1,647,"#include<stdio.h>

int main({


return 0;int n;
while(scanf9(""%d,&n!=EOF{

int p[n,p_grade[n;
for([5int i=0;i<ni;i++{
scanf(""%%%%%%d ddddd,&&&&&&&p_grade[],&p[i0cc,v1,cv2,v3,v4;for(int i=0;i<n;i++{

;int t[5;
vkk5kk5kp_grade[]iccvkccv,tcvcvkcvkc
float grade[n[1;gradepgarrade","#include<stdio.h>

int main(){
    int n;
    while(scanf(""%d"",&n)!=EOF){
        int p[n],p_grade[n][5],t;
        float grade[n],ti;
        for(int i=0;i<n;i++){
            scanf(""%d%d%d%d%d%d"",&p[i],&p_grade[i][0],&p_grade[i][1],&p_grade[i][2],&p_grade[i][3],&p_grade[i][4]);
        }
        for(int i=0;i<n;i++){
            for(int k=0;k<5;k++){
                for(int j=k+1;j<5;j++){
                    if(p_grade[i][j]<p_grade[i][k]){
                        t=p_grade[i][j];
                        p_grade[i][j]=p_grade[i][k];
                        p_grade[i][k]=t;
                    }
                }
            }
            grade[i]=(float)(p_grade[i][1]+p_grade[i][2]+p_grade[i][3])/3;
        }
        for(int k=0;k<n;k++){
            for(int j=k+1;j<n;j++){
                if(grade[j]<grade[k]){
                    ti=grade[j];
                    grade[j]=grade[k];
                    grade[k]=ti;
                    t=p[j];
                    p[j]=p[k];
                    p[k]=t;
                }
            }
        }
        for(int i=0;i<n-1;i++){
            if(grade[i]==grade[i+1]&&p[i]<p[i+1]){
                t=p[i+1];
                p[i+1]=p[i];
                p[i]=t;
            }
        }
        for(int i=n-1;i>=0;i--){
            printf(""%.3d %.2f\n"",p[i],grade[i]);
        }
    }
    
    return 0;
}",,[ → i → [ → 0 → =,,[ → i → [ → 0 → =,,[ → i → [ → 0 → =,
1167800,1515,NoData,DEBUG,bs_pause_2x,651.7,359,v,"#include <stdio.h>
#define MAX 15
struct S 
{
    char n[11];
    int c, m, e, t;
};
int main() 
{
    int k, n, i, j, first = 1;
    struct S s[MAX], tmp;
    while (scanf(""%d"", &n) != EOF) 
    {
        for (i = 0; i < n; i++) 
        {
            scanf(""%s %d %d %d"", s[i].n, &s[i].c, &s[i].m, &s[i].e);
            s[i].t = s[i].c + s[i].m + s[i].e;
        }
        if (!first) printf(""\n"");
        first = 0;
        for (i = 0; i < n - 1; i++) 
        {
            for (j = 0; j < n - i - 1; j++) 
            {
                if (s[j].t < s[j+1].t || 
                    (s[j].t == s[j+1].t && strcmp(s[j].n, s[j+1].n) > 0)) 
                    {
                    tmp = s[j];
                    s[j] = s[j+1];
                    s[j+1] = tmp;
                }
            }
        }
        for (k = 0; k < 3 && k < n; k++) 
        {
            printf(""%s %d\n"", s[k].n, s[k].t);
        }
        printf(""\n"");
        for (i = 0; i < n - 1; i++) 
        {
            for (j = 0; j < n - i - 1; j++) 
            {
                if (s[j].c < s[j+1].c || 
                    (s[j].c == s[j+1].c && strcmp(s[j].n, s[j+1].n) > 0)) 
                {
                    tmp = s[j];
                    s[j] = s[j+1];
                    s[j+1] = tmp;
                }
            }
        }
        for (k = 0; k < 3 && k < n; k++) 
        {
            printf(""%s %d\n"", s[k].n, s[k].c);
        }
        printf(""\n"");
        for (i = 0; i < n - 1; i++) 
        {
            for (j = 0; j < n - i - 1; j++) 
            {
                if (s[j].m < s[j+1].m || 
                    (s[j].m == s[j+1].m && strcmp(s[j].n, s[j+1].n) > 0)) 
                {
                    tmp = s[j];
                    s[j] = s[j+1];
                    s[j+1] = tmp;
                }
            }
        }
        for (k = 0; k < 3 && k < n; k++) 
        {
            printf(""%s %d\n"", s[k].n, s[k].m);
        }
        printf(""\n"");
        for (i = 0; i < n - 1; i++) 
        {
            for (j = 0; j < n - i - 1; j++) 
            {
                if (s[j].e < s[j+1].e || 
                    (s[j].e == s[j+1].e && strcmp(s[j].n, s[j+1].n) > 0)) 
                {
                    tmp = s[j];
                    s[j] = s[j+1];
                    s[j+1] = tmp;
                }
            }
        }
        for (k = 0; k < 3 && k < n; k++) 
        {
            printf(""%s %d\n"", s[k].n, s[k].e);
        }
    }
    return 0;
}",,Backspacex2 → Enter,,Backspacex2 → Enterx3,,Backspacex2 → Enterx6,
1072733,1508,MLE,IDLE,pause_43s,1479.0,819,"#<stdio.h>
int main()
{
int m;
nwhile(scanf(""%d,&n!=EOF
{
int result=1;
if(nlong longll%2=1!=06!=0
{
result=0';
int num[;
if(for(int i=0;i<3;i++
{
ontint temp;
temp=n%10;0=1
,Result=0
n?/10=;
nj
if(temp==6
{
Result=1;
if(result && Result
{
cnunum[i=n;
","#include<stdio.h>
int main()
{
    int num[1000000000]={0};
    int k=0;
    for(long long i=0;i<1000000000;i++)
    {
        int a,b,c;
        a=i%10;
        b=i%100-a;
        c=i%1000-b-a;
        if(i%6==0 || a==6 || b==60 || c==600)
        {
            num[k]=i;
            k++;
        }
    }
    int n;
    while(scanf(""%d"",&n)!=EOF)
    {
        printf(""%d\n"",num[n]);
    }
    return 0;
}",,i → n → t →   → n → u → m → [ → i,,i → n → t →   → n → u → m → [ → i → 1 → 0x5 → = → Shift → { → 0,,i → n → t →   → n → u → m → [ → i → 1 → 0x5 → = → Shift → { → 0 → Shift → } → ; → Enter → f → o → r → Shift → ( → i → n → t →   → i → = → 0 → ; → i → Shift → <,
1132907,2112,PE,DEBUG,bs_pause_2x,1498.0,915,"#include <stdio.hg>
int mianain(
{
int n;
whikele(sxcanfcamf(""%smm,%d"",&n !=EOF
{
)ifor(*int i=0;i<n;i++
{

int num[n;scanf(""%d0,nuimumm[i;
for(int i=0;i<2;i++
{
scanf(""%s,d %s   
int cmd1;
char smdcmsd2;smdcmd1;cmd2);
if(cmd2=='L00
{
fior(int i=0;i<n;i++
{
printf(""
if(icmd1%n(+1)-1%d ,num[i;
for(int i=0;i<cmd1%(n+1;i++
{
printf(""%d ,num[i;
printf(:\n""""';
else if(cmsd==2=='R00
{
v

reutrn turn 0;
printf(:""\n;;,&&nn--1-v><n-10vn0v=c&
int count=0;
count+_++;
count++;
if(count>1==12
printf(""\n;
v
int count=0;
v
count++;
count++ ","#include <stdio.h>
int main()
{
    int n;
    while(scanf(""%d"",&n) !=EOF)
    {
        int num[n];
        for(int i=0;i<n;i++)
        {
            scanf(""%d"",&num[i]);
        }
        int cmd1;
        char cmd2;
        scanf(""%d %c"",&cmd1,&cmd2);
        if(cmd2=='L')
        {
            int count=0;
            for(int i=cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                if(count==12)
                {
                    count-=12;
                    printf(""\n"");
                }
            }
            for(int i=0;i<cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12)
                 {
                     count-=12;
                printf(""\n"");
                 }
            }
            if(count<12)
            printf(""\n"");
        }
        else if(cmd2=='R')
        {
            int count=0;
            for(int i=n-cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12){
                     count-=12;
                printf(""\n"");}
            }
            for(int i=0;i<n-cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12){count-=12;
                printf(""\n"");}
            }
            if(count<12)
            printf(""\n"");
        }
        printf(""\n"");
    }
    return 0;
}",Backspace →  x2 → Backspace,Backspace → Control → v,5 →   → Backspacex9 →  x2 → Backspace,Backspace → Control → v,  → 1 → 3 →   → 5 →   → Backspacex9 →  x2 → Backspace,Backspace → Control → v → Control → Insert → /x2,
1259941,1084,TLE,IDLE,pause_38s,1210.7,602,"#include<stdio.h>
int main({
llongong n; long
whiwjhile(scanf(""%dll,&n!=EOF{

int i;for(i=1;i8i*i<n;i++{

int gcd(int a,int b{
icint i;
for(i-=min;i>0;i--{

if(a<b{
a=mknin=a;
else{
min=b;
int min;cxhxhfor(i=2;i<=min;i++
if(
itnnt min;
if(a<b{
amin=a;
else{
min=b;{
if(a%i==0&&nb%i==0{
return 0;
else{
return 1;
if(min==1{
reeturn 1;,jfor(i=1;i<n;i++{
for(j=i+1;j<=n;j++{
if(gcd{
c
ilongl longlong long sum;sum=i+j;21,sum2
if(sum2>sum1{
sum1=sun2;
sum1=0;","#include<stdio.h>
int gcd(int a,int b){
    int i;
    int min;
    if(a<b){
        min=a;
    }
    else{
        min=b;
    }
    if(min==1){
        return 1;
    }
    for(i=2;i<=min;i++){
        if(a%i==0&&b%i==0){
            return 0;
        }
        else{
            return 1;
        }
    }
}
int main(){
    long long n;
    long long i,j;
    long long sum1,sum2;
    while(scanf(""%lld"",&n)!=EOF){
        sum1=0;
        for(i=1;i<n;i++){
            for(j=i+1;j<=n;j++){
                if(gcd){
                    sum2=i+j;
                }
                if(sum2>sum1){
                    sum1=sum2;
                }
            }
        }
        printf(""%lld\n"",sum1);
    }
    return 0;
}",,Enter → s → u → m → 1 → = → 0 → ;,,Enter → s → u → m → 1 → = → 0 → ; → m,,Enter → s → u → m → 1 → = → 0 → ; → m → Control → c,
1435074,1029,WA,DEBUG,bs_pause_2x,1152.1,749,"#include<>bits/stdc++.h
using names std;
int main({
whilestring s;
while(cin>>s{
s=' +s;
stack<>pair<>long long,long longchar s1;
t;
for(int i=1;i<s.size(;i+=+{
if(s[i=='({
st.push({'(,i;
else{
cout<<st.top(.second<<' <<i;
if(<<endl;
return 0;
st.pop(;
vector<>pair<>long long,long long result;res.push_back({st.top(.second,i;
for(int i=resu.size(-1;i>=0;i--{

if(st.empty({
for(int j=res.size(-1;i>=0;i++{
cout<<res.first<<' <<res.second<<endl;[]j[]j
rewss.clear(;stack.top(.top(
res.pop(;while()!res.empty(scanf(""
char s1[v;5
%s,s1s1s=;","#include<bits/stdc++.h>
using namespace std;
int main(){
    string s;
    char s1[100005];
    while(scanf(""%s"",s1)!=EOF){
        s=s1;
        s=' '+s;
        stack<pair<char,long long>> st;
        stack<pair<long long,long long>> result;
        for(int i=1;i<s.size();i++){
            if(s[i]=='('){
                st.push({'(',i});
            }
            else{
                result.push({st.top().second,i});
                st.pop();
            }
            if(st.empty()){
                while(!result.empty()){
                    printf(""%lld %lld\n"",result.top().first,result.top().second);
                    result.pop();
                }
            }
        }
    }
    return 0;
}",,Backspacex2,s → 1 → s → = → ;,"Backspacex2 → p → r → i → n → t → f → Shift → ( → Shiftx5 → ""","Shift → % → s → , → s → 1 → s → 1 → s → = → ;","Backspacex2 → p → r → i → n → t → f → Shift → ( → Shiftx5 → "" → Shift → % → l",
1268406,1664,NoData,IDLE,pause_120s,1588.3,681,"##include<stdio.h>
int main(
{


return 0;intchar cnt1[100;
char cnt2[100;
whielle(scanf(""%s%S,&cnt1,cnt2!=EOF
{


int lenm1=strlen(cnt1;
#stringfinclude<string.h>int len2=srerlent(cnt2;int min=len1?len1<=len2;
whilefor(int i=0;i<min;i++
{



cnt[1i-
char cnt3[3100;cnt3[i=cnt[1i+cnyt[i2_--'a;>=maxmaxfor(int i=0printf(""%s\n,cnt[i33;s{()?len1:len2100ccint num1;
if(i<len1
{
num1=cnt1[i-'a;
else
{
num1='0;","#include<stdio.h>
#include<string.h>
int main()
{
    char cnt1[100];
    char cnt2[100];
    while(scanf(""%s%s"",cnt1,cnt2)!=EOF)
    {
        char cnt3[100];
        int len1=strlen(cnt1);
        int len2=strlen(cnt2);
        int max=(len1>=len2)?len1:len2;
        for(int i=0;i<max;i++)
        {
            int num1;
            int num2;
            if(i<len1)
            {
                num1=cnt1[i]-'a';
            }
            else
            {
                num1=0;
            }
            if(i<len2)
            {
                num2=cnt2[i]-'a';
            }
            else
            {
                num2=0;
            }
            int sum=num1+num2;
            int num3=sum%26;
            cnt3[i]=num3+'a';
        }
        cnt3[max]='\0';
        printf(""%s\n"",cnt3);
        
    }
    
    return 0;
}",,Enter → Shift → i → n → f → Shift → ( → i → Shift → < → l,,Enter → Shift → i → n → f → Shift → ( → i → Shift → < → l → e → n → 2 → Enter → Shiftx15 → { → Enter → n → u → m → 2 → Enter → i → n,,Enter → Shift → i → n → f → Shift → ( → i → Shift → < → l → e → n → 2 → Enter → Shiftx15 → { → Enter → n → u → m → 2 → Enter → i → n → t →   → n → u → m → 2 → ; → = → c → n,
1375570,0,RE,IDLE,pause_45s,483.8,268,"
#include <string.h>
int main({
int n;
while(scanf(""%d,&n!=EOF{
int len=strlen(n;
while(n>0{
na=int n%10;
if(a==7{
cnt++;,cnt=0
,s
int sum;sum=0+=a;
n/10;
if(cnt","#include <stdio.h>
#include <string.h>
int main(){
    int n;
    while(scanf(""%d"",&n)!=EOF){
        int len=strlen(n),cnt=0,sum=0;
        while(n>0){
            int a=n%10;
            if(a==7){
                cnt++;
            }
            sum+=a;
            n/=10;
        }
        if(cnt>len||sum%7==0){
            printf(""Yes\n"");
        }else{
            printf(""No\n"");
        }
    }
    return 0;
}",,Shift → >,,Shift → >,,Shift → > → s,
1024866,2170,MLE,IDLE,pause_75s,650.6,576,"#include<stdio.h>
int main(
{






return 0;int N;
while(scanf(""%d,&N!=EOF
{
for(int i=1;i<+n:I++;i++

{
scanf(""%d,&a;[iN0    intlong long int a[10000000;long long 












if(a[i>=0&&a[i<=9527
{
=b[i=a[icount++;
int coutnt=0;
long long int b[10000000llif(count>=0
{
printf("".3lf\n,ave;else
{
printf(""0\n;





for(intlong long i=0;i<=count;i++{
sum+=b[i;int sum=0;int ave=sum/3.000;double;","#include<stdio.h>
int main()
{
    int N;
    while(scanf(""%d"",&N)!=EOF)
    {    long long int a[10000000];
        int count=0;
        long long int b[10000000]={0};
      for(long long int i=0;i<N;i++)
        {
            scanf(""%lld"",&a[i]);
       if(a[i]>=0&&a[i]<=9527)
       {
           b[count++]=a[i];
       }
       
           }
  int sum=0;
  for(long long i=0;i<=count;i++)
  {
      sum+=b[i];
  }
  
  double ave=sum/3.000;
  
   if(count>0||count==0&&b[0]!=0)
   {
       printf(""%.3lf\n"",ave);
   }
   
   else
   {
       printf(""0\n"");
   }
 
    }
   
    return 0;
}",,= → Shift → { → 0 → Shift → },,= → Shift → { → 0 → Shift → },,= → Shift → { → 0 → Shift → } → Shiftx13,
1132855,2112,PE,DEBUG,bs_pause_2x,1327.5,802,"#include <stdio.hg>
int mianain(
{
int n;
whikele(sxcanfcamf(""%smm,%d"",&n !=EOF
{
)ifor(*int i=0;i<n;i++
{

int num[n;scanf(""%d0,nuimumm[i;
for(int i=0;i<2;i++
{
scanf(""%s,d %s   
int cmd1;
char smdcmsd2;smdcmd1;cmd2);
if(cmd2=='L00
{
fior(int i=0;i<n;i++
{
printf(""
if(icmd1%n(+1)-1%d ,num[i;
for(int i=0;i<cmd1%(n+1;i++
{
printf(""%d ,num[i;
printf(:\n""""';
else if(cmsd==2=='R00
{
v

reutrn turn 0;
printf(:""\n;;,&&nn--1-v><n-10vn0v=c&
int count=0;
count+_++;
count++;
if(count>1==12
printf(""\n;
v
int count=0;
v
count++;
count++;2","#include <stdio.h>
int main()
{
    int n;
    while(scanf(""%d"",&n) !=EOF)
    {
        int num[n];
        for(int i=0;i<n;i++)
        {
            scanf(""%d"",&num[i]);
        }
        int cmd1;
        char cmd2;
        scanf(""%d %c"",&cmd1,&cmd2);
        if(cmd2=='L')
        {
            int count=0;
            for(int i=cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                if(count==12)
                printf(""\n"");
            }
            for(int i=0;i<cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12)
                printf(""\n"");
            }
            //printf(""\n"");
        }
        else if(cmd2=='R')
        {
            int count=0;
            for(int i=n-cmd1%(n);i<n;i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12)
                printf(""\n"");
            }
            for(int i=0;i<n-cmd1%(n);i++)
            {
                printf(""%d "",num[i]);
                count++;
                 if(count==12)
                printf(""\n"");
            }
            //printf(""\n"");
        }
        printf(""\n"");
    }
    return 0;
}",3 →   → 5 →   → Backspacex7,Backspacex2 →  ,2 → 8 →   → 1 → 3 →   → 5 →   → Backspacex7,Backspacex2 →  x2 → Backspacex2 → Control → v,Control → Insert → Backspacex2 → 2 → 8 →   → 1 → 3 →   → 5 →   → Backspacex7,Backspacex2 →  x2 → Backspacex2 → Control → v,
